Barwy i znaki Panzerwaffe Cz. II Panzerabteilung	Majewski A.	Armagedon	"Zadaniem II części ""Barw i znaków Panzerwaffe"" jest dokończenie opisu systemów kodowych i kamuflażowych niemieckich czołgów, w większości przedstawionych już w I części. Praca ukazuje sposoby znakowania i malowania sprzętu batalionów samodzielnych Panzerwaffe, głównie ""Tygrysów"
Wilczy Szaniec	Szynkowski J.	Kengraf	Niniejszy przewodnik po kwaterze Hitlera jest jednym z obszerniejszych wśród pozostałych, dostępnych na rynku księgarskim. Oprócz części turystycznej, przedstawiającej krok po kroku trasy zwiedzania obiektu, znajdziemy tu obszerne opisy budowy, maskowania oraz funkcjonowania obiektu w czasie wojny. Dużą część pracy zajmują wspomnienia byłych mieszkańców i gości Wilczego szańca, co w połączeniu z archiwalnymi i współczesnymi zdjęciami pozwala na lepsze oddanie minionej atmosfery tego fascynującego miejsca.  
Fortyfikacja tom XV, Schrony kolejowe Stępina - Cieszyna, Strzyżów	Praca zbiorowa	Wydawnictwo Forteca	"W kolejnym tomie serii wydawanej przez Towarzystwo Przyjaciół Fortyfikacji znajdziemy monografię schronów kolejowych Stępina-Cieszyna przygotowaną przez Bogusława Perzyka. Ponadto w tomie XV przedstawiono m.in. następujące tematy:<br>- Czy ""bunkry"" są dziedzictwem kulturowym?<br>- Schron w Stępinie - stn prawny - możliwości zagospodarowania<br>- Perspektywy rozwoju fortyfikacji po 1945 r. Cz. I Budownictwo schronowe<br>- Hel - niemiecka bateria artylerii nadbrzeżnej ""schlezwig Holstein""<br>- Fortyfikacje mobilizacyjnego (północnego) odcinka Wału Pomorskiego<br>- Program ochrony fortyfikacji Doliny Biebrzy - możliwości ochrony i zagospodarowania fortyfikacji polskich i radzieckich<br>- Transgraniczne badania 68 Grodzieńskiego Rejonu Umocnionego"
Twierdza Kraków znana i nieznana cz. III	Łukasik H., Turowicz A.	Arkadiusz Wingert	"W poprzednich częściach monografii opisano pierścień dzieł fortyfikacyjnych, wysuniętych daleko na przedpola miasta i broniących dostępu do niego. W części III przyszedł czas na opisanie wnętrza ""żelaznego pierścienia"" fortów, bez którego twierdza nie mogłaby funkcjonować. Opisywane umocnienia, budowle i budynki wojskowe pełniły różne funkcje i zadania w systemie obronnym twierdzy."
W cieniu Linii Mołotowa	Bereza T., Chmielowiec P., Grechuta J.	Instytut Pamięci Narodowej	"Ta niezwykła książka wydana przez Instytut Pamięci Narodowej, ma na celu ukazanie działania aparatu bezpieczeństwa ZSRR oraz Armii Czerwonej w strefie przygranicznej na odcinku od Radymna do Krystynopola, w latach 1939-1941. Autorzy podjęli również próbę szczegółowego opisu Raworuskiego Rejonu Umocnionego, odcinka radzieckich fortyfikacji ""Linii Mołotowa"". zweryfikowali także dotychczasowe ustalenia przebiegu pierwszych dni wojny niemiecko-radzieckiej. W rozdziale I przedstawiono okoliczności ukształtowania granicy ZSRR z Generalną Gubernią, jej przebieg oraz zabezpieczenie ze strony organów bezpieczeństwa. Rozdział II prezentuje wojskowy aspekt zabezpieczeń, szczególnie pod kątem budowy umocnień, to jest Raworuskiego Rejonu Umocnionego, północnej flanki Przemyskiego Rejonu Umocnionego oraz fortyfikacji w rejonie Sieniawy. W rozdziale III omówiono przygotowania wojenne Niemiec i ZSRR oraz działania wojenne w czerwcu 1941 roku. Ostatni rozdział opisuje reperkusje radzieckiej okupacji w pasie przygranicznym oraz losy radzieckich umocnień - najtrwalszych ""pamiątek"" po tamtych czasach. "
Banknoty polskie. Typy i odmiany 1794-2002. Katalog	Wodzyński T.	DiG	Katalog obejmuje wszystkie banknoty występujące w obiegu pieniężnym w Polsce, poczynając od najwcześniejszych - biletów skarbowych insurekcji kościuszkowskiej, przez emisje Księstwa Warszawskiego, Królestwa polskiego, Generalnego Gubernatorstwa Warszawskiego i tzw. Obszary Ober Ost, II Rzeczypospolitej z Wolnym Miastem Gdańskiem, Generalnej Guberni i Polski Ludowej, aż do ostatnich banknotów III Rzeczypospolitej, nominowanych w nowych złotych. Wyodrębnionych zostało 218 typów banknotów, które łącznie ze swoimi odmianami tworzą około 500 pozycji katalogowych. Każdy typ ilustrowany jest reprodukcjami awersu i rewersu w kolorach naturalnych oraz znaku wodnego, a dla odmian określono stopień rzadkości i wskazano należące do nich serie emisyjne. Katalog uzupełniają opisy działalności emisyjnej w różnych okresach historycznych, nazwiska osób podpisanych na banknotach, informacje o projektantach banknotów i orientacyjny cennik kolekcjonerski.
Byłem adiutantem Hitlera	Belov von N. 	Bellona	Autor przez prawie osiem lat, od 16 czerwca 1937 r. do kwietnia 1945 r., należał jako adiutant z ramienia Luftwaffe do bezpośredniego otoczenia wodza Rzeszy. Był świadkiem sukcesów i upadku rządów narodowosocjalistycznych w Niemczech. Po klęsce nazizmu - rozpytywany o te lata najpierw przez funkcjonariuszy służb śledczych, a później historyków - przelał na papier charakterystykę Hitlera i jego najbliższych współpracowników.
Armia Radziecka w Polsce 1944-1956 Dokumenty i materiały	Krogulski M. L.	Von Borowiecky	"Niniejsze opracowanie stanowi uzupełnienie pracy M. L. Krogulskiego pt. ""Okupacja w imię sojuszu"". Jest to zbiór dokumentów i materiałów dotyczących umów pomiędzy PRL a ZSRR obrazujących zarówno formalną treść umów jak i ich praktyczną realizację, często znacznie odbiegającą od podpisanych zobowiązań.<br>Praca zawiera 97 tekstów źródłowych opracowanych na podstawie zbiorów Archiwum Akt Nowych oraz Archiwum Urzędu Rady Ministrów a także z Dzienników Ustaw PRL/RP i dostępnych publikacji traktujących o stosunkach polsko-radzieckich po II wojnie światowej. Oprócz dwustronnych umów podpisanych na szczeblu centralnym lub lokalnym, znaleźć tu można zarządzenia, rozporządzenia, rozkazy, instrukcje a także sprawozdania terenowych organów administracji."
Tajemnice skarbów II wojny światowej	Alford K. D.	Sensacje XX wieku	"\""Wstrząsająca opowieść o kradzieżach dokonywanych przez wojsko, w tym (...) przez Amerykanów - oficerów wysokich stopni i żołnierzy\"" - tak John Toland pisze o tej książce chwaląc autora za odwagę, dzięki której ujawnił on tę smutną prawdę po prawie pięćdziesięciu latach jej ukrywania. Książka jest bogato udokumentowana a jednocześnie zawiera wątki sensacyjne, autor prowadzi bowiem czytelnika tropem ukradzionych cennych pamiątek historycznych Europy, starając się odtworzyć losy Bursztynowej Komnaty, heskich klejnotów koronnych, skarbów kościelnych z Quedlinburga i wielu innych. Dzieje sławnych dzieł sztuki i innych skarbów zaginionych w ostanim okresie II wojny światowej układają się w pasjonującą opowieść także o ludziach, o ich słabościach prowadzących często do przestępstw."
Dolnego Śląska skarby, osobliwości i cuda	Perzyński M.	Wrocławski Dom Wydawniczy	Dlaczego księża w Dusznikach Zdroju i Dobroszowie wchodzili do paszczy wieloryba, cystersi w Krzeszowie zbudowali pawilon na wodzie, w podwrocławskiej Lutyni płacze kula armatnia, jaki dialog prowadzą między sobą w Legnicy ostatni Piastowie, czego nie znosiła u swego męża księżna Daisy z Książa - dowiecie się z kolejnej książki Marka Perzyńskiego. Dolny Śląsk pełen jest skarbów sztuki i tajemnic. Wystarczy zajrzeć do Henrykowa, w którym zachowały się takie stalle, że aż dech zapiera. Z kolei dzieł Michała Klahra zwanego Starszym, który potrafił wyrzeźbić nawet ludzką duszę, szukajcie m.in. w Lądku Zdroju, Kłodzku i Wilkanowie. Takich magicznych miejsc jest na Dolnym Śląsku wiele. Przekonacie się o tym zaglądając do środka tego niezwykłego przewodnika. 
Jednostki Górskie Wehrmachtu i Waffen SS	Nowakowski T., Skotnicki M.	Barwa i Broń	Bogato ilustrowana archiwalnymi zdjęciami oraz barwnymi tablicami monografia niemieckich dywizji strzelców górskich, uznawanych za jednostki o elitarnym charakterze. Praca przedstawia historię, umundurowanie, wyposażenie i uzbrojenie tych formacji w latach 1933-1945.
Broń strzelecka i sprzęt artyleryjski formacji polskich i Wojska Polskiego 1914-1939	Konstankiewicz A.	Wyd. Uniwersytetu M. Curie-Skłodowskiej	Monografia - pierwsza tego rodzaju - przedstawia uzbrojenie formacji polskich z okresu I wojny światowej: Legionów Polskich, Korpusów Polskich w Rosji, Polskiej Siły Zbrojnej i Armii Polskiej we Francji, a przede wszystkim Wojska Polskiego w latach 1918-1939. Omawia konstrukcję i zagadnienia produkcji typów i wzorów broni strzeleckiej oraz sprzętu artyleryjskiego, ze szczególnym uwzględnieniem wkładu polskiej myśli technicznej w adaptację obcych wzorów, a następnie tworzenia własnych oryginalnych konstrukcji różnych rodzajów broni. Przedstawiono także dane dotyczące ilości posiadanego uzbrojenia i wyposażenia formacji Wojska Polskiego w poszczególne jego rodzaje. Podstawę niniejszej monografii stanowią źródła archiwalne z zasobów Centralnego Archiwum Wojskowego i Archiwum Akt Nowych, a także wyniki kwerend prowadzonych w bibliotekach i muzeach. Bibliografia książki zawiera ponad 420 pozycji, a także 45 regulaminów i instrukcji oraz 30 opisów patentowych. Całość ilustruje około 120 rysunków uzupełnionych przez 49, przeważnie niepublikowanych fotografii. 
Droga do Blitzkriegu. Historia i rozwój niemieckiej broni pancernej do wybuchu II wojny światowej	Ławrynowicz W. J.	AJ-Press	"Pierwsze lata II wojny światowej obfitowały w błyskawiczne i zawsze uwieńczone sukcesem operacje niemieckich wojsk pancernych. Świat obserwujący te wydarzenia był zdumiony szybkością zwycięstw niepokonanej, jak się wówczas zdawało, armii niemieckiej. Wprowadzone po raz pierwszy do sztuki wojennej nowatorskie rozwiązania operacji ofensywnych przyniosły niespotykane w historii zwycięstwa militarne. Nowa niemiecka doktryna wojenna, nazwana ""Blitzkrieg"" (wojna błyskawiczna), doprowadziła do rozbicia najsilniejszej w Europie armii francuskiej w przeciągu zaledwie trzech tygodni.<br>Niniejsza praca przedstawia zarys historii rozwoju myśli taktycznej i operacyjnej w latach 1918-1939, nazywanej ""Blitzkriegiem"". Omawia, jak kształtowało się narzędzie zdolne do wprowadzenia tej teorii w życie na polu walki - dywizja pancerna - oraz jak postępował rozwój podstawowego typu broni koniecznego do wykonania zadań bojowych - czołgu."
Rycerze średniowiecznej Europy łacińskiej	Kusiak F.	Państwowy Instytut Wydawniczy	"Bogato inkrustowany cytatami zaczerpniętymi z literatury i ze źródeł historycznych, nie stroniący od anegdoty opis rycerstwa średniowiecznego oraz pasjonującej epoki, jaka przedzieliła starożytność i czasy nowożytne. Pracę podzielono na cztery rozdziały. W pierwszym przedstawiono rycerskie zasady, obejmujące obok honoru, dumy, odwagi, męstwa i wierności danemu słowu także hojność, stosunek do Kościoła, kobiet i ludzi z najniższych warstw społecznych. W drugim, pod nazwą ""Droga do godności rycerskiej"" przedstawiono terminowanie w rzemiośle rycerskim, pasowanie oraz wymogi, jaki musiał spełniać kandydat na rycerza. Rozdział trzeci poświęcony jest zasadom i sposobom pełnienia rycerskiej służby wojskowej podczas wojny, a więc zdobywaniu i obronie zamków i miast warownych, bitwom w otwartym polu a także wyprawom krzyżowym. Rozdział ostatni opisuje codzienne życie, rozrywki i obowiązki rycerstwa w czasie pokoju. "
Herbarz rycerstwa polskiego z XVI wieku	Szymański J.	DiG	Alfabetyczny spis herbów występujących w Polsce w XVI wieku, wraz ze schematycznymi, czarno białymi rysunkami oraz opisami barw i elementów herbu.
Miecznicy kontra płatnerze	Szajewski T.	Egros	"Kolejna, trzecia już pozycja z serii ""W kręgu średniowiecza"" ukazuje nasilającą się przez wieki konkurencję wytwórców broni ochronnej i zaczepnej. W efekcie umożliwia prześledzenie rozwoju uzbrojenia i stroju rycerskiego od VII do XVI w. Autor kieruje swoją pracę wszystkim miłośnikom odtwarzania wydarzeń z przeszłości, rzemieślnikom, szermierzom i hobbystom, z nadzieją, że pomoże ona w prawidłowym skompletowaniu jednolitego stylistycznie, zgodnego z historią uzbrojenia."
Podziemny świat Gór Sowich	Aniszewski M.	Technol	Niezwykłe fakty z ciągle tajemniczych Gór Sowich. Nowe dokumenty, kolejni świadkowie, determinacja poszukiwaczy. Czy ktoś strzeże niezwykłej tajemnicy - czy jest to organizacja byłych członków SS - ODESSA ?Kolejna, lecz z pewnością nie ostatnia, próba rozwikłania przeznaczenia Olbrzyma - kwatera główna Hitlera? Gigantyczny kompleks zbrojeniowy? a może...?Nowe rozszerzone wydanie.
Twierdza Modlin	Bochenek R.	Bellona	W książce dokładnie omówiono dzieje twierdzy Modlin: historię jej budowy i funkcjonowania militarnego w przeszłości, począwszy od pierwszych lat XIX wieku. W publikacji zamieszczono liczne ilustracje, mapy, plany, szkice, zestawienia tabelaryczne.
Insygnia, symbole i herby polskie	Znamierowski A.	Świat Książki	W książce tej czytelnik znajdzie wszystkie najważniejsze fakty dotyczące historycznych i obecnych symboli tożsamości Polaków. Insygnia królewskie, Orzeł Biały i herby Rzeczypospolitej, herby rycerskie, miejskie i ziemskie, chorągwie, proporce i sztandary oraz ordery i odznaczenia  opisane są sposób niezwykle rzetelny, udokumentowane barwnymi ilustracjami i fotografiami. Niezwykle opisowy i barwny sposób przedstawienia naszych symboli narodowych czyni tę książkę niepowtarzalnym  kompendium wiedzy.
Niemieckie pancerzownice - Panzerschreck i Panzerfaust	Rościszewski L.	Fenix Editions	Historia powstania,  rozwoju i użycia bojowego niemieckich pancerzownic z okresu II wojny światowej, wzbogacona opisami konstrukcji i zasad działania ilustrowana licznymi fotografiami, szkicami i kolorowymi planszami.
Zapomniani krzyżowcy. Polska wobec ruchu krucjatowego w XII-XIII w.	Gładysz M.	DiG	Książka ta, to wynik żmudnych i długotrwałych badań autora nad historią ruchu krucjatowego. W oparciu o dokumenty, autor próbuje dociec, czym naprawdę były wyprawy krzyżowe. Czy była to emanacja systemu wartości, etosu rycerstwa, czy może masowa manifestacja średniowiecznej religijności, czy też był to ruch społeczny, a może owoc politycznych ambicji papiestwa, monarchów i feudałów? Na kanwie tych wydarzeń autor opisuje  skalę polskiego zaangażowania w falę ruchu krucjatowego jaki ogarnął większość łacińskiej Europy w XII w. Poznajemy historię polskich związków  z ruchem krucjatowym, którego początek datuje się od czasu  synodu biskupów francuskich, który odbył się  w listopadzie 1095r. w Clermont, jak też z dużą dokładnością dowiadujemy się o konkretnych epizodach dziejów wypraw krzyżowych oraz ich długofalowych skutkach dla historii Europy i Bliskiego Wschodu. 
Zamek i dwór w średniowieczu	Materiały XIX seminarium mediewistycznego	Wyd. Poznańskiego Tow. Przyjaciół Nauk	Polska, Litwa, Ukraina, Białoruś to obszary po których porusza się czytelnik poznając architekturę, kulturę, obyczaje i styl  życia ówczesnych grup społecznych tych regionów. Poznajemy zamki w średniowiecznej Polsce, dwór pański w Wielkim Księstwie Litewskim, Książęcy dwór w Kijowie. Dowiadujemy się o stylach i formach życia świeckiego na dworze Wielkich Mistrzów w Malborku, w sposób niezwykle szczegółowy jesteśmy informowani o 24 godzinach z życia damy, zwiedzamy średniowieczne ogrody zamkowe poznając ich formę, charakter i przeznaczenie. Poznajemy asortyment broni znajdującej się w domu szlacheckim, zbrojowniach zamków i dworów, a także wiele innych osobliwości tego okresu. 
